	fold_change_in_r_due_to_P	rate1	affinity1	rate2	affinity2
157	79.10552763819095	4.949963817648086	1.0002187355056198	220.82064253775482	0.9996917512403022
158	79.60301507537689	4.949963817648086	1.0002187355056198	221.59389250882904	0.9996898749181686
159	80.10050251256281	4.949963817648086	1.0002187355056198	222.36287113319898	0.9996879863468965
160	80.59798994974874	4.949963817648086	1.0002187355056198	223.12761264115628	0.9996861435241322
161	81.09547738693468	4.949963817648086	1.0002187355056198	223.88815693584402	0.9996842309346515
162	81.5929648241206	4.949963817648086	1.0002187355056198	224.6445273483927	0.9996824527963514
163	82.09045226130652	4.949963817648086	1.0002187355056198	225.39677007305895	0.9996806031768289
164	82.58793969849246	4.949963817648086	1.0002187355056198	226.14491378226944	0.9996787626015539
165	83.08542713567839	4.949963817648086	1.0002187355056198	226.88898819275877	0.9996769734543939
166	83.58291457286433	4.949963817648086	1.0002187355056198	227.6290356815456	0.9996751433948631
167	84.08040201005025	4.949963817648086	1.0002187355056198	228.36508104355795	0.9996733065718653
168	84.57788944723617	4.949963817648086	1.0002187355056198	229.09715732129084	0.9996715394782842
169	85.07537688442211	4.949963817648086	1.0002187355056198	229.8252973154769	0.9996698151277328
170	85.57286432160804	4.949963817648086	1.0002187355056198	230.54953686848543	0.9996680135089171
171	86.07035175879396	4.949963817648086	1.0002187355056198	231.269902378545	0.9996662369087229
172	86.5678391959799	4.949963817648086	1.0002187355056198	231.9864242101903	0.9996645439421541
173	87.06532663316582	4.949963817648086	1.0002187355056198	232.69913962894495	0.999662777465554
174	87.56281407035176	4.949963817648086	1.0002187355056198	233.40807178551137	0.9996610358560422
175	88.06030150753769	4.949963817648086	1.0002187355056198	234.11325483459612	0.9996593051592698
176	88.55778894472361	4.949963817648086	1.0002187355056198	234.81471479100833	0.9996576218144542
177	89.05527638190955	4.949963817648086	1.0002187355056198	235.51248115069922	0.9996559492409797
178	89.55276381909547	4.949963817648086	1.0002187355056198	236.20659015106847	0.999654219828594
179	90.0502512562814	4.949963817648086	1.0002187355056198	236.89706324452888	0.9996525408861758
180	90.54773869346734	4.949963817648086	1.0002187355056198	237.58393108079298	0.9996508724724646
181	91.04522613065326	4.949963817648086	1.0002187355056198	238.2672222760937	0.9996492050475557
182	91.5427135678392	4.949963817648086	1.0002187355056198	238.94696551207218	0.9996475030040046
183	92.04020100502512	4.949963817648086	1.0002187355056198	239.62318460352577	0.9996458889859057
184	92.53768844221105	4.949963817648086	1.0002187355056198	240.29591194849266	0.9996442332386476
185	93.03517587939699	4.949963817648086	1.0002187355056198	240.965169232092	0.9996426200790448
186	93.53266331658291	4.949963817648086	1.0002187355056198	241.6309884093153	0.9996409770465188
